gene,TSS,end,start,UTR_length,utr_counts,sample
yeiG,4487776,4487820,4487776,44,674,utRho21
yeiH,4499332,4499434,4499332,102,154,utRho21
yeiI,4503306,4503400,4503306,94,606,utRho21
yeiL,4510580,4510710,4510580,130,0,utRho21
yeiP,4530834,4530900,4530834,66,486,utRho21
yeiQ,4532328,4532490,4532328,162,102,utRho21
yeiR,4535484,4535658,4535484,174,266,utRho21
yeiW,4530840,4530840,4530590,250,820,utRho21
yejA,4544624,4544728,4544624,104,0,utRho21
yejG,4556892,4556892,4556474,418,918,utRho21
yejH,4561244,4561264,4561244,20,0,utRho21
yejK,4568218,4568218,4567894,324,700,utRho21
yejO,4578352,4578352,4577800,552,222,utRho21
yfaD,4713380,4713808,4713380,428,0,utRho21
yfaE,4696676,4697028,4696676,352,1212,utRho21
yfaL,4688568,4688568,4688338,230,0,utRho21
yfaP,4656398,4656398,4656286,112,0,utRho21
yfaU,4717892,4717892,4717690,202,0,utRho21
yfaY,4727310,4727310,4727266,44,0,utRho21
yfaZ,4728744,4728744,4728550,194,62,utRho21
yfbK,4771810,4771810,4771444,366,6,utRho21
yfbL,4771500,4771720,4771500,220,4,utRho21
yfbN,4777174,4777174,4776852,322,0,utRho21
yfbO,4776916,4777162,4776916,246,0,utRho21
yfbP,4777990,4778232,4777990,242,170,utRho21
yfbR,4817662,4817724,4817662,62,22,utRho21
yfcI,4847424,4847424,4847078,346,258,utRho21
yfcJ,4880482,4880482,4880240,242,152,utRho21
yfcL,4888502,4888502,4888338,164,0,utRho21
yfcV,4911642,4911642,4911292,350,0,utRho21
yfcZ,4921958,4921958,4921868,90,436,utRho21
yfdF,4925604,4926024,4925604,420,0,utRho21
yfdG,4935474,4935710,4935474,236,0,utRho21
yfdP,4946844,4947040,4946844,196,0,utRho21
yfdX,4988866,4988866,4988804,62,0,utRho21
yfdY,4990672,4990672,4990584,88,2,utRho21
yfeA,5035784,5035784,5035664,120,13386,utRho21
yfeC,5036668,5036934,5036668,266,76,utRho21
yfeH,5053818,5053892,5053818,74,0,utRho21
yfeK,5074630,5074684,5074630,54,0,utRho21
yfeO,5018906,5019260,5018906,354,240,utRho21
yfeR,5054078,5054078,5053712,366,16,utRho21
yfeX,5101356,5101356,5101090,266,312,utRho21
yfeY,5102486,5102486,5102432,54,0,utRho21
yfeZ,5103842,5103842,5103452,390,0,utRho21
yffO,5123804,5124222,5123804,418,0,utRho21
yffQ,5126778,5127154,5126778,376,314,utRho21
yffS,5128800,5128986,5128800,186,44,utRho21
yfgC,5232052,5232188,5232052,136,314,utRho21
yfgF,5258062,5258062,5257876,186,82,utRho21
yfgG,5258170,5258580,5258170,410,82,utRho21
yfgH,5259344,5259584,5259344,240,0,utRho21
yfgM,5278866,5278866,5278566,300,662,utRho21
yfhH,5397414,5397518,5397414,104,28,utRho21
yfhM,5304648,5304648,5304574,74,0,utRho21
yfhR,5328408,5328726,5328408,318,8,utRho21
yfiC,5425610,5425610,5425528,82,0,utRho21
yfiE,5430688,5430688,5430640,48,0,utRho21
yfiL,5482630,5482720,5482630,90,2,utRho21
yfiM,5448066,5448358,5448066,292,1958,utRho21
yfiR,5483354,5483750,5483354,396,586,utRho21
yfjH,5517326,5517326,5517200,126,0,utRho21
yfjI,5517710,5517970,5517710,260,4,utRho21
yfjJ,5521014,5521094,5521014,80,0,utRho21
yfjM,5531970,5531970,5531552,418,1256,utRho21
yfjP,5535080,5535420,5535080,340,4,utRho21
yfjW,5546570,5546636,5546570,66,0,utRho21
yfjX,5551776,5551838,5551776,62,0,utRho21
ygaC,5601180,5601180,5599988,1192,310,utRho21
ygaM,5600242,5600292,5600242,50,0,utRho21
ygaU,5593628,5593628,5593572,56,378,utRho21
ygaZ,5619190,5619234,5619190,44,62,utRho21
ygbA,5713656,5713656,5713612,44,0,utRho21
ygbE,5746784,5746784,5746674,110,118,utRho21
ygbI,5722882,5722882,5722528,354,0,utRho21
ygbK,5724394,5724670,5724394,276,4354,utRho21
ygbL,5727074,5727186,5727074,112,422,utRho21
ygbN,5729814,5730202,5729814,388,1024,utRho21
ygcG,5811210,5811422,5811210,212,0,utRho21
ygcN,5785144,5785314,5785144,170,34,utRho21
ygcU,5799214,5799214,5798836,378,2,utRho21
ygcW,5800942,5800942,5800546,396,0,utRho21
ygdD,5883442,5883442,5883262,180,198,utRho21
ygdG,5861746,5861930,5861746,184,168,utRho21
ygdI,5886526,5886526,5886290,236,38,utRho21
ygdQ,5940784,5940840,5940784,56,0,utRho21
ygdR,5942494,5942542,5942494,48,0,utRho21
ygeA,5961606,5961606,5961270,336,2,utRho21
ygeH,5983758,5984188,5983758,430,4,utRho21
ygeI,5987162,5987276,5987162,114,14,utRho21
ygeR,6000078,6000078,5999782,296,0,utRho21
ygeV,6011694,6011694,6011572,122,48,utRho21
ygeW,6012234,6012524,6012234,290,0,utRho21
ygfB,6110946,6110946,6110888,58,48,utRho21
ygfK,6031984,6032120,6031984,136,0,utRho21
ygfS,6058328,6058328,6058024,304,2,utRho21
ygfZ,6082564,6082626,6082564,62,342,utRho21
yggC,6149512,6149512,6149378,134,132,utRho21
yggE,6136370,6136370,6136160,210,446,utRho21
yggI,6179176,6179510,6179176,334,358,utRho21
yggL,6204508,6204508,6204266,242,0,utRho21
yggM,6199514,6199514,6199130,384,30,utRho21
yggN,6203596,6203596,6203246,350,64,utRho21
yggX,18623958,18624558,18623958,600,816,utRho21
yghA,6298966,6299324,6298966,358,92,utRho21
yghB,6307058,6307126,6307058,68,114,utRho21
yghD,6222614,6222614,6222252,362,118,utRho21
yghF,6225798,6225798,6225840,42,0,utRho21
yghJ,6238640,6238640,6238224,416,218,utRho21
yghQ,6265186,6265186,6264816,370,2,utRho21
yghT,6267830,6268262,6267830,432,0,utRho21
yghU,6277400,6277454,6277400,54,228,utRho21
yghW,6293506,6293506,6293474,32,0,utRho21
yghZ,6295562,6295794,6295562,232,36,utRho21
ygiD,6365122,6365122,6364868,254,364,utRho21
ygiH,6409066,6409388,6409066,322,2,utRho21
ygiL,6370622,6370828,6370622,206,0,utRho21
ygiM,6402084,6402414,6402084,330,400,utRho21
ygiN,6346156,6346284,6346156,128,5298,utRho21
ygiQ,6322620,6322620,6322292,328,132,utRho21
ygiS,6335462,6335462,6335436,26,0,utRho21
ygiV,6338582,6338582,6338462,120,566,utRho21
ygiW,6339774,6339774,6339352,422,254,utRho21
ygiZ,6344506,6344506,6344422,84,0,utRho21
ygjH,6442528,6442528,6442494,34,0,utRho21
ygjI,6452140,6452468,6452140,328,0,utRho21
ygjQ,6472730,6473080,6472730,350,168,utRho21
ygjR,6474564,6474586,6474564,22,2,utRho21
ygjV,6483638,6483638,6483488,150,2,utRho21
yhaB,6535632,6535708,6535632,76,0,utRho21
yhaH,6504498,6504608,6504498,110,2,utRho21
yhaI,6505400,6505822,6505400,422,48,utRho21
yhaJ,6508560,6508560,6508428,132,8,utRho21
yhaK,6508538,6508638,6508538,100,8,utRho21
yhbQ,6599878,6599932,6599878,54,24,utRho21
yhbT,6602736,6602736,6602552,184,14,utRho21
yhbU,6602558,6602970,6602558,412,14,utRho21
yhbX,6643302,6643302,6643226,76,0,utRho21
yhbY,6655518,6655580,6655518,62,278,utRho21
yhcA,6723956,6724224,6723956,268,0,utRho21
yhcB,6760364,6760382,6760364,18,404,utRho21
yhcC,6708470,6708470,6708100,370,8,utRho21
yhcF,6733440,6733852,6733440,412,222,utRho21
yhcH,6739124,6739124,6738956,168,162,utRho21
yhcM,6760312,6760312,6759994,318,42,utRho21
yhcN,6770812,6771076,6770812,264,146,utRho21
yhcO,6772606,6772606,6772258,348,0,utRho21
yhdH,6806560,6806968,6806560,408,512,utRho21
yhdJ,6823234,6823306,6823234,72,0,utRho21
yhdN,6879092,6879092,6879018,74,514,utRho21
yhdT,6814702,6814750,6814702,48,0,utRho21
yhdU,6824994,6825242,6824994,248,258,utRho21
yhdV,6836392,6836780,6836392,388,4,utRho21
yhdW,6837944,6838298,6837944,354,0,utRho21
yheO,6953082,6953082,6952880,202,1226,utRho21
yheV,6957970,6957970,6957584,386,116,utRho21
yhfA,6971902,6971902,6971636,266,222,utRho21
yhfG,6983294,6983294,6983240,54,88,utRho21
yhfL,6998622,6998896,6998622,274,0,utRho21
yhfY,7023244,7023244,7022844,400,16,utRho21
yhgA,7086294,7086334,7086294,40,0,utRho21
yhgE,7065176,7065176,7064878,298,464,utRho21
yhgF,7074352,7074770,7074352,418,4062,utRho21
yhhA,7173458,7173886,7173458,428,10,utRho21
yhhI,7248346,7248756,7248346,410,0,utRho21
yhhJ,7253696,7253696,7253606,90,214,utRho21
yhhM,7211588,7211588,7211220,368,10,utRho21
yhhN,7211150,7211502,7211150,352,42,utRho21
yhhQ,7218238,7218434,7218238,196,368,utRho21
yhhT,7223682,7223730,7223682,48,0,utRho21
yhhX,7162032,7162032,7161610,422,0,utRho21
yhhY,7162222,7162276,7162222,54,0,utRho21
yhhZ,7163516,7163726,7163516,210,2,utRho21
yhiD,7312220,7312220,7311804,416,159546,utRho21
yhiJ,7265190,7265190,7265180,10,0,utRho21
yhiM,7269270,7269682,7269270,412,66,utRho21
yhiN,7275000,7275000,7274820,180,296,utRho21
yhjA,7338522,7338522,7338376,146,8,utRho21
yhjB,7344090,7344090,7343788,302,0,utRho21
yhjC,7344272,7344684,7344272,412,0,utRho21
yhjD,7346660,7346724,7346660,64,226,utRho21
yhjE,7349274,7349572,7349274,298,22,utRho21
yhjG,7356824,7356824,7356730,94,0,utRho21
yhjH,7358458,7358458,7358374,84,0,utRho21
yhjJ,7364032,7364032,7363880,152,0,utRho21
yhjK,7371296,7371296,7371158,138,90,utRho21
yhjR,7392750,7392750,7392370,380,4,utRho21
yhjV,7400796,7401126,7400796,330,6,utRho21
yhjX,7424194,7424194,7424014,180,0,utRho21
yhjY,7425966,7425966,7425868,98,50,utRho21
yiaB,7455654,7455654,7455496,158,0,utRho21
yiaD,7432712,7433094,7432712,382,190,utRho21
yiaF,7438194,7438194,7438088,106,4,utRho21
yiaG,7438862,7438956,7438862,94,1350,utRho21
yiaJ,7485236,7485236,7485064,172,2,utRho21
yiaK,7485348,7485466,7485348,118,92,utRho21
yiaT,7503924,7503924,7503736,188,0,utRho21
yiaU,7503792,7503984,7503792,192,0,utRho21
yiaY,7515856,7515856,7515654,202,0,utRho21
yibF,7523950,7523950,7523910,40,0,utRho21
yibG,7536128,7536354,7536128,226,0,utRho21
yibL,7553194,7553330,7553194,136,424,utRho21
yibN,7570112,7570112,7570030,82,424,utRho21
yibT,7552848,7552848,7552760,88,256,utRho21
yicC,7633290,7633352,7633290,62,48,utRho21
yicH,7660862,7660914,7660862,52,0,utRho21
yicJ,7673328,7673328,7671858,1470,732,utRho21
yicN,7685018,7685018,7684804,214,2,utRho21
yicO,7687914,7687914,7687578,336,0,utRho21
yicR,15250308,15250308,15250236,72,0,utRho21
yidB,7755230,7755230,7754930,300,24,utRho21
yidE,7732780,7732780,7732546,234,0,utRho21
yidF,7711580,7711580,7711222,358,126,utRho21
yidQ,7735088,7735456,7735088,368,3268,utRho21
yidR,7738824,7738824,7738618,206,0,utRho21
yieE,7787658,7787738,7787658,80,130,utRho21
yieH,7793314,7793548,7793314,234,0,utRho21
yieK,7798928,7798928,7798786,142,0,utRho21
yifB,7900350,7900350,7899998,352,26,utRho21
yifL,7988984,7989044,7988984,60,28,utRho21
yigF,8005750,8005750,8005598,152,84,utRho21
yigI,8009448,8009448,8009394,54,2,utRho21
yigM,8022100,8022152,8022100,52,112,utRho21
yihA,8101970,8101970,8101458,512,0,utRho21
yihD,8084098,8084138,8084098,40,0,utRho21
yihF,8088110,8088398,8088110,288,88,utRho21
yihG,8093304,8093304,8093204,100,0,utRho21
yihI,8102616,8102694,8102616,78,22,utRho21
yihL,8120506,8120894,8120506,388,0,utRho21
yihN,8124332,8124494,8124332,162,0,utRho21
yihO,8131942,8131942,8131532,410,0,utRho21
yihQ,8138892,8138892,8138552,340,0,utRho21
yihV,8147064,8147478,8147064,414,0,utRho21
yihX,8151096,8151106,8151096,10,266,utRho21
yiiE,8158192,8158582,8158192,390,46,utRho21
yiiF,8159124,8159502,8159124,378,0,utRho21
yiiG,8173762,8174004,8173762,242,0,utRho21
yiiM,8205506,8205644,8205506,138,16,utRho21
yiiQ,8224624,8224624,8224428,196,0,utRho21
yiiS,8225738,8225934,8225738,196,0,utRho21
yijE,8272178,8272216,8272178,38,72,utRho21
yijF,8275728,8275728,8275314,414,88,utRho21
yijO,8296858,8296858,8296634,224,0,utRho21
yjaA,8426240,8426468,8426240,228,118820,utRho21
yjaB,8428312,8428312,8428246,66,0,utRho21
yjaG,8398746,8399008,8398746,262,2348,utRho21
yjaH,8401022,8401132,8401022,110,568,utRho21
yjaZ,8379506,8379572,8379506,66,0,utRho21
yjbB,8455204,8455462,8455204,258,0,utRho21
yjbE,16943432,16943624,16943432,192,112,utRho21
yjbL,8520318,8520642,8520318,324,0,utRho21
yjbQ,8540428,8540476,8540428,48,136,utRho21
yjcB,8550328,8550328,8550082,246,102,utRho21
yjcC,8550836,8550942,8550836,106,340,utRho21
yjcD,8556628,8556958,8556628,330,0,utRho21
yjcE,8559658,8559960,8559658,302,2,utRho21
yjcF,8566212,8566212,8566150,62,0,utRho21
yjcO,8594660,8594660,8594250,410,68,utRho21
yjdA,8654128,8654270,8654128,142,8,utRho21
yjdC,8726660,8726660,8726616,44,30,utRho21
yjdK,8704780,8705168,8704780,388,672,utRho21
yjdL,8713034,8713034,8712822,212,0,utRho21
yjdM,8653672,8653672,8653468,204,2090,utRho21
yjeF,8787354,8788132,8787354,778,13478,utRho21
yjeI,8745522,8745618,8745522,96,0,utRho21
yjeJ,8748806,8748806,8748468,338,62,utRho21
yjeV,8785472,8785784,8785472,312,28,utRho21
yjfP,8833512,8833904,8833512,392,0,utRho21
yjfY,8849656,8849656,8849582,74,0,utRho21
yjfZ,8855052,8855052,8854844,208,0,utRho21
yjgA,8916162,8916162,8915730,432,70,utRho21
yjgL,8950802,8950874,8950802,72,0,utRho21
yjgM,8959342,8959342,8959074,268,0,utRho21
yjgN,8959132,8959460,8959132,328,0,utRho21
yjgR,8980170,8980170,8980126,44,222,utRho21
yjgZ,9002116,9002520,9002116,404,6,utRho21
yjhB,9007764,9008116,9007764,352,134,utRho21
yjhG,9048452,9048452,9048188,264,4080,utRho21
yjhU,9041080,9041080,9040648,432,1082,utRho21
yjiA,9178096,9178096,9177730,366,1070,utRho21
yjiJ,9125364,9125364,9125350,14,0,utRho21
yjiK,9127270,9127270,9127422,152,44,utRho21
yjiL,9129604,9129604,9129378,226,0,utRho21
yjiS,9143410,9143502,9143410,92,0,utRho21
yjiY,9182734,9182734,9182558,176,4,utRho21
yjjA,9200674,9200674,9200378,296,126,utRho21
yjjB,18408708,18408708,18407800,908,132,utRho21
yjjJ,9243314,9243538,9243314,224,62,utRho21
yjjK,9261132,9261132,9261044,88,156,utRho21
yjjL,9189764,9189764,9189444,320,24,utRho21
yjjM,9191894,9191894,9191702,192,4,utRho21
yjjP,9206068,9206068,9205716,352,12,utRho21
yjjQ,9206638,9206954,9206638,316,16,utRho21
yjjX,9267798,9267798,9267490,308,632,utRho21
yjjY,9280716,9280804,9280716,88,1914,utRho21
yjjZ,9211554,9211608,9211554,54,50,utRho21
yjtD,9281676,9281884,9281676,208,8,utRho21
ykfB,532454,532454,532174,280,280,utRho21
ykfI,527636,527636,527338,298,14,utRho21
ykgB,637050,637050,636638,412,0,utRho21
ykgC,640430,640430,640002,428,0,utRho21
ykgD,640232,640454,640232,222,0,utRho21
ykgE,642962,643216,642962,254,60,utRho21
ykgJ,608524,608524,608364,160,1250,utRho21
ykgL,623878,624224,623878,346,2,utRho21
ykgM,625610,625610,625554,56,68,utRho21
ykgR,626570,626570,626484,86,0,utRho21
ylaC,958576,958576,958502,74,852,utRho21
yliE,1745938,1745958,1745938,20,0,utRho21
ymcE,2103660,2103694,2103660,34,0,utRho21
ymdA,2210450,2210828,2210450,378,2,utRho21
ymdB,2211428,2211640,2211428,212,0,utRho21
ymfD,2395322,2395322,2395064,258,724,utRho21
ymfI,2402880,2402994,2402880,114,0,utRho21
ymfJ,2404518,2404518,2404168,350,392,utRho21
ymfK,2406176,2406176,2405866,310,0,utRho21
ymfT,2405766,2406048,2405766,282,122,utRho21
ymgE,2489110,2489456,2489110,346,244,utRho21
ymgF,2437628,2437966,2437628,338,0,utRho21
ymiA,2670112,2670320,2670112,208,48,utRho21
ymjA,2715620,2715620,2715336,284,342,utRho21
ynaI,2791946,2791946,2791844,102,0,utRho21
ynaK,2850438,2850754,2850438,316,72,utRho21
ynbA,2954924,2955242,2954924,318,0,utRho21
yncD,3046552,3046552,3046130,422,30,utRho21
yncE,3046454,3046614,3046454,160,68,utRho21
yncG,3052456,3052494,3052456,38,52,utRho21
yncL,3034492,3034492,3034388,104,18,utRho21
yneE,3218364,3218364,3218044,320,0,utRho21
yneF,3223748,3223748,3223708,40,0,utRho21
yneJ,3229560,3229608,3229560,48,122,utRho21
yneK,3231100,3231526,3231100,426,0,utRho21
yneM,3245176,3245292,3245176,116,0,utRho21
ynfA,3311398,3311398,3311346,52,0,utRho21
ynfB,3311418,3311616,3311418,198,152,utRho21
ynfC,3315094,3315094,3314914,180,36,utRho21
ynfD,3314828,3315130,3314828,302,96,utRho21
ynfE,3316006,3316138,3316006,132,0,utRho21
ynfK,3334670,3334670,3334438,232,228,utRho21
ynfL,3339304,3339304,3339184,120,0,utRho21
ynfM,3339260,3339398,3339260,138,0,utRho21
ynfN,3276598,3276598,3276218,380,4,utRho21
ynfO,3273454,3273512,3273454,58,4,utRho21
ynhG,3517890,3517890,3517450,440,536,utRho21
yniA,3615158,3615592,3615158,434,804,utRho21
yniB,3618526,3618526,3618466,60,0,utRho21
yniC,3618652,3618760,3618652,108,6,utRho21
yniD,3610202,3610330,3610202,128,0,utRho21
ynjE,3678880,3678934,3678880,54,0,utRho21
ynjF,3683222,3683222,3682806,416,88,utRho21
ynjH,3684376,3684376,3684270,106,156,utRho21
ynjI,3690022,3690022,3689742,280,48,utRho21
yoaB,3786642,3786734,3786642,92,126,utRho21
yoaC,3787932,3788146,3787932,214,56,utRho21
yoaE,3803544,3803544,3803170,374,766,utRho21
yoaF,3755444,3755444,3755064,380,1140,utRho21
yoaH,3789866,3789866,3789462,404,916,utRho21
yobB,3850418,3850880,3850418,462,3142,utRho21
yobF,3815586,3815586,3815182,404,36,utRho21
yobH,3817800,3817850,3817800,50,0,utRho21
yodB,4084352,4084736,4084352,384,14,utRho21
yodC,4057008,4057008,4056740,268,0,utRho21
yohC,4451358,4451358,4451262,96,0,utRho21
yohD,4451526,4451602,4451526,76,2,utRho21
yohJ,4460986,4461248,4460986,262,0,utRho21
yohO,4431172,4431314,4431172,142,210,utRho21
yojI,4617282,4617282,4617230,52,0,utRho21
ypdI,4988988,4989396,4988988,408,54,utRho21
ypfG,5165786,5165786,5165554,232,62,utRho21
ypfM,5182140,5182140,5181732,408,872,utRho21
yphB,5349590,5349590,5349376,214,44,utRho21
ypjA,5565644,5565644,5565452,192,2,utRho21
ypjB,5569636,5569636,5568858,778,0,utRho21
ypjD,5495860,5495774,5495860,86,0,utRho21
yqaE,5594170,5594170,5594056,114,168,utRho21
yqcA,5846100,5846100,5845968,132,0,utRho21
yqcE,5800944,5801184,5800944,240,0,utRho21
yqeC,6030468,6030468,6030114,354,0,utRho21
yqeF,5971618,5971618,5971184,434,36,utRho21
yqeG,5971438,5971694,5971438,256,22,utRho21
yqeH,5975016,5975072,5975016,56,22,utRho21
yqeI,5976688,5977004,5976688,316,0,utRho21
yqeK,5981140,5981140,5980720,420,4,utRho21
yqfA,6086728,6086728,6086296,432,1560,utRho21
yqgA,6219042,6219106,6219042,64,0,utRho21
yqgB,6172500,6172500,6172102,398,560,utRho21
yqgE,6185768,6185874,6185768,106,64,utRho21
yqhA,6299150,6299150,6298942,208,0,utRho21
yqhC,6310768,6310768,6310436,332,520,utRho21
yqhD,6310604,6310710,6310604,106,284,utRho21
yqhH,6316842,6317254,6316842,412,258,utRho21
yqiC,6369662,6369680,6369662,18,160,utRho21
yqiJ,6384108,6384416,6384108,308,0,utRho21
yqjA,6495096,6495546,6495096,450,1534,utRho21
yqjF,6500932,6501124,6500932,192,1694,utRho21
yqjG,6501948,6502048,6501948,100,0,utRho21
yqjH,6433078,6433078,6432982,96,0,utRho21
yqjI,6433506,6433558,6433506,52,0,utRho21
yraH,6574552,6574852,6574552,300,0,utRho21
yraP,6592144,6592818,6592144,674,726,utRho21
yraQ,6596414,6596414,6596276,138,0,utRho21
yraR,6598024,6598024,6597692,332,538,utRho21
yrbG,13360844,13361100,13360844,256,0,utRho21
yrbL,6696842,6696904,6696842,62,50,utRho21
yrbN,6616172,6616172,6615866,306,142,utRho21
yrdB,6860176,6860176,6860046,130,0,utRho21
yrfF,7052548,7052938,7052548,390,766,utRho21
yrhB,7169440,7169518,7169440,78,0,utRho21
ysaB,7451804,7451804,7451424,380,0,utRho21
ysgA,8032686,8032686,8032338,348,84,utRho21
ytfB,8857638,8857638,8857434,204,0,utRho21
ytfE,8864018,8864018,8863966,52,0,utRho21
ytfF,8866296,8866296,8866130,166,56,utRho21
ytfH,8868164,8868226,8868164,62,0,utRho21
ytfI,8875234,8875414,8875234,180,60,utRho21
ytfJ,8878572,8878572,8878524,48,74,utRho21
ytfK,8879022,8879174,8879022,152,492,utRho21
ytfL,8882642,8882642,8882430,212,64,utRho21
ytfQ,8899634,8899924,8899634,290,1692,utRho21
ytjB,9249598,9249598,9249578,20,0,utRho21
yzfA,8896588,8896588,8896490,98,2,utRho21
zapA,6111102,6111224,6111102,122,1424,utRho21
zapB,8236772,8237030,8236772,258,1080,utRho21
zapC,2011700,2011904,2011700,204,0,utRho21
zinT,4082692,4082750,4082692,58,2,utRho21
zipA,5062814,5062814,5062466,348,194,utRho21
zitB,1569716,1569716,1569646,70,0,utRho21
zntA,7212844,7212902,7212844,58,0,utRho21
zntR,6878336,6878336,6878260,76,0,utRho21
znuA,3885322,3885322,3885166,156,0,utRho21
znuC,3885268,3885324,3885268,56,0,utRho21
zraP,8403424,8403424,8403376,48,0,utRho21
zraS,8403810,8403852,8403810,42,0,utRho21
zupT,6364866,6365100,6364866,234,364,utRho21
zur,8520282,8520282,8520006,276,686,utRho21
zwf,3872752,3872752,3872628,124,222,utRho21
C0343,2818676,2818728,2818676,52,0,utRho22
aaeB,6776526,6776526,6776376,150,218,utRho22
aaeR,6778762,6779040,6778762,278,948,utRho22
aaeX,6778860,6778860,6778674,186,1152,utRho22
aat,1854920,1854920,1854864,56,10,utRho22
accA,416822,417242,416822,420,1358,utRho22
accB,6810280,6810872,6810280,592,2414,utRho22
accD,4868030,4868030,4867852,178,236,utRho22
aceB,8430804,8430956,8430804,152,1682,utRho22
aceE,245938,246034,245938,96,156,utRho22
ackA,4826918,4826940,4826918,22,270,utRho22
acnA,2670848,2671662,2670848,814,1510,utRho22
acnB,263038,263230,263038,192,508,utRho22
acpP,2303148,2303230,2303148,82,76,utRho22
acpS,5402324,5402324,5401996,328,314,utRho22
acrA,971396,971396,971238,158,106,utRho22
acrB,969370,969370,968806,564,1776,utRho22
acrD,5174950,5175190,5174950,240,330,utRho22
acrE,6827404,6827728,6827404,324,460,utRho22
acrR,971398,971522,971398,124,176,utRho22
acrZ,1589502,1589546,1589502,44,234,utRho22
acs,8575190,8575190,8574742,448,4268,utRho22
actP,8569870,8569870,8569804,66,0,utRho22
ada,4620854,4620854,4620810,44,0,utRho22
add,3404404,3404466,3404404,62,114,utRho22
ade,7687802,7687928,7687802,126,212,utRho22
adhE,2596826,2596826,2596242,584,0,utRho22
adhP,3107988,3107988,3107676,312,882,utRho22
adiA,8681112,8681112,8681042,70,66,utRho22
adiC,8674404,8674404,8674062,342,264,utRho22
adiY,8676084,8676084,8675858,226,124,utRho22
adk,994278,994350,994278,72,1082,utRho22
adrA,807374,807406,807374,32,164,utRho22
aer,6438240,6438240,6438152,88,2,utRho22
aes,1000102,1000102,999946,156,4212,utRho22
agaR,6557406,6557406,6557330,76,66,utRho22
agaS,6563778,6563952,6563778,174,88,utRho22
agp,2131118,2131170,2131118,52,98,utRho22
agrA,7296126,7296126,7296126,0,0,utRho22
agrB,7296588,7296588,7296588,0,0,utRho22
ahpC,1277386,1277890,1277386,504,698,utRho22
ahpF,1278004,1279506,1278004,1502,71142,utRho22
ahr,8992698,8992698,8992418,280,1224,utRho22
aidB,8828494,8828550,8828494,56,40,utRho22
ais,4731512,4731512,4731240,272,304,utRho22
alaA,4814816,4815122,4814816,306,350,utRho22
alaC,4996798,4996798,4996590,208,150,utRho22
alaE,5598140,5598328,5598140,188,458,utRho22
alaS,5644180,5644180,5644022,158,1030,utRho22
alaW,5036612,5036612,5036462,150,0,utRho22
aldA,2976380,2976464,2976380,84,442,utRho22
aldB,7513070,7513070,7513022,48,560,utRho22
alkA,4295118,4295118,4295080,38,534,utRho22
alkB,4618890,4618890,4618682,208,228,utRho22
allA,1064780,1064902,1064780,122,216,utRho22
allD,1092822,1092822,1092726,96,48,utRho22
allE,1088112,1088112,1088092,20,288,utRho22
allS,1064600,1064600,1064442,158,718,utRho22
alr,8531178,8531564,8531178,386,1340,utRho22
alsE,8617334,8617334,8616956,378,716,utRho22
alsK,8615990,8615990,8615598,392,2026,utRho22
alx,6476740,6477160,6476740,420,122,utRho22
amiA,5104482,5104704,5104482,222,44,utRho22
amiC,5898378,5898378,5898020,358,358,utRho22
amn,4110062,4110122,4110062,60,0,utRho22
ampC,8758006,8758006,8757888,118,148,utRho22
ampD,237362,237466,237362,104,202,utRho22
ampG,907372,907372,907090,282,174,utRho22
ampH,792726,792726,792574,152,168,utRho22
amyA,4012230,4012312,4012230,82,266,utRho22
anmK,3439346,3439346,3439204,142,150,utRho22
ansB,6201580,6201580,6201456,124,1530,utRho22
ansP,3052040,3052040,3051960,80,522,utRho22
apaG,104068,104068,103212,856,3044,utRho22
apaH,102586,102586,102444,142,5540,utRho22
apbE,4623188,4623188,4623068,120,0,utRho22
appA,2081198,2081234,2081198,36,0,utRho22
appC,2075420,2075480,2075420,60,6,utRho22
appY,1167134,1167362,1167134,228,76,utRho22
apt,982620,982824,982620,204,46,utRho22
aqpZ,1832424,1832424,1832094,330,284,utRho22
araB,140150,140150,140096,54,0,utRho22
araC,140482,140774,140482,292,724,utRho22
araE,5964416,5964416,5964364,52,62,utRho22
araF,3972476,3972476,3972256,220,708,utRho22
araH,3967120,3967120,3967086,34,1346,utRho22
araJ,825058,825058,824962,96,7374,utRho22
arcA,9281602,9281602,9280612,990,1934,utRho22
arcB,6706098,6706098,6706050,48,410,utRho22
arcZ,6701154,6701154,6701154,0,0,utRho22
arfA,6877346,6877346,6877298,48,1110,utRho22
argA,5898312,5898484,5898312,172,192,utRho22
argC,8309770,8310002,8309770,232,208,utRho22
argD,6980442,6980442,6980360,82,210,utRho22
argE,8310156,8310156,8309694,462,436,utRho22
argF,580680,580680,580610,70,134,utRho22
argG,6637124,6637274,6637124,150,396,utRho22
argI,8956688,8956688,8956622,66,218,utRho22
argO,6137672,6137672,6137616,56,170,utRho22
argP,6119460,6119506,6119460,46,510,utRho22
argR,6769204,6769406,6769204,202,110,utRho22
argS,3920002,3920124,3920002,122,172,utRho22
argT,4855698,4855698,4855582,116,308,utRho22
argU,1129406,1129446,1129406,40,0,utRho22
argW,4932616,4932618,4932616,2,0,utRho22
argX,7964728,7964750,7964728,22,16,utRho22
aroF,5482402,5482402,5482300,102,78,utRho22
aroG,1571182,1571266,1571182,84,170,utRho22
aroH,3576636,3576870,3576636,234,386,utRho22
aroK,7038760,7038760,7038128,632,1084,utRho22
aroL,812560,812810,812560,250,2698,utRho22
